Elongation,UTS,Conductivity
2.022918608560712,-0.5286472471481157,0.43061748377478776
-0.6092037497647677,-0.5522361860584875,0.45755838147459693
-1.2313417617326086,-0.6112085333344169,0.44678202239467313
0.012934262203073265,-0.5758251249688593,0.4629465610145589
-1.4706256124894703,-0.5050583082377439,0.43600566331474966
-0.8006308303702573,-0.46967489987218625,0.45217020193463503
-0.9442011408243738,-0.5946962760971567,0.4413938428547116
-0.13063604825104413,-0.5121349899108555,0.45755838147459693
-1.3749120721867252,-0.545159504385376,0.4629465610145589
-0.8484876005216294,-0.5545950799495247,0.45217020193463503
-1.1834849915812355,-0.47911047543633495,0.4683347405545208
-0.3699198990079059,-0.6277207905716772,0.44678202239467313
2.022918608560712,-0.5286472471481157,0.43061748377478776
2.022918608560712,-0.5286472471481157,0.43061748377478776
2.022918608560712,-0.5286472471481157,0.43061748377478776
2.022918608560712,-0.5286472471481157,0.43061748377478776
2.022918608560712,-0.5286472471481157,0.43061748377478776
-0.9442011408243738,-0.5946962760971567,0.4413938428547116
-0.3699198990079059,-0.6230030027896029,0.45755838147459693
0.10864780250581764,1.617946193695717,0.43061748377478776
-0.3699198990079059,-0.7409476973414617,0.43061748377478776
-0.3699198990079059,-0.7409476973414617,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
0.10864780250581764,1.617946193695717,0.43061748377478776
-0.3699198990079059,-0.7409476973414617,-2.317354081605749
-0.3699198990079059,-0.7409476973414617,-2.317354081605749
-0.3699198990079059,-0.7409476973414617,-2.317354081605749
-0.8484876005216294,1.8066577049786912,0.43061748377478776
-0.3699198990079059,-0.7409476973414617,-2.263472286206131
0.10864780250581764,-0.7645366362518335,-2.2095904908065127
0.10864780250581764,-0.7409476973414617,-2.2095904908065127
